,data,casos_novos,taxa_de_crescimento_casos,media_movel_casos
2318406,2021-09-17,102,95.0,116.85714285714286
2318423,2021-09-18,1,-101.0,101.14285714285714
2318440,2021-09-19,1,0.0,100.57142857142857
2318457,2021-09-20,2,1.0,100.85714285714286
2318474,2021-09-21,5,3.0,17.142857142857142
2318491,2021-09-22,6,1.0,17.714285714285715
2318508,2021-09-23,16,10.0,19.0
2318525,2021-09-24,17,1.0,6.857142857142857
2318542,2021-09-25,17,0.0,9.142857142857142
2318559,2021-09-26,1,-16.0,9.142857142857142
2318576,2021-09-27,0,-1.0,8.857142857142858
2318593,2021-09-28,9,9.0,9.428571428571429
2318610,2021-09-29,0,-9.0,8.571428571428571
2318627,2021-09-30,13,13.0,8.142857142857142
2318644,2021-10-01,10,-3.0,7.142857142857143
2318661,2021-10-02,1,-9.0,4.857142857142857
2318678,2021-10-03,1,0.0,4.857142857142857
2318695,2021-10-04,0,-1.0,4.857142857142857
2318712,2021-10-05,0,0.0,3.5714285714285716
2318729,2021-10-06,0,0.0,3.5714285714285716
2318746,2021-10-07,5,5.0,2.4285714285714284
2318763,2021-10-08,13,8.0,2.857142857142857
2318780,2021-10-09,9,-4.0,4.0
2318797,2021-10-10,1,-8.0,4.0
2318814,2021-10-11,6,5.0,4.857142857142857
2318831,2021-10-12,0,-6.0,4.857142857142857
2318848,2021-10-13,7,7.0,5.857142857142857
2318865,2021-10-14,7,0.0,6.142857142857143
2318882,2021-10-15,5,-2.0,5.0
2318899,2021-10-16,0,-5.0,3.7142857142857144
2318916,2021-10-17,10,10.0,5.0
2318933,2021-10-18,521,511.0,78.57142857142857
2318950,2021-10-19,60,-461.0,87.14285714285714
2318967,2021-10-20,33,-27.0,90.85714285714286
2318984,2021-10-21,50,17.0,97.0
2319001,2021-10-22,38,-12.0,101.71428571428571
2319018,2021-10-23,35,-3.0,106.71428571428571
2319035,2021-10-24,8,-27.0,106.42857142857143
2319052,2021-10-25,28,20.0,36.0
2319069,2021-10-26,29,1.0,31.571428571428573
2319086,2021-10-27,32,3.0,31.428571428571427
2319103,2021-10-28,38,6.0,29.714285714285715
2319120,2021-10-29,8,-30.0,25.428571428571427
2319137,2021-10-30,12,4.0,22.142857142857142
2319154,2021-10-31,5,-7.0,21.714285714285715
2319171,2021-11-01,18,13.0,20.285714285714285
2319188,2021-11-02,4,-14.0,16.714285714285715
2319205,2021-11-03,32,28.0,16.714285714285715
2319222,2021-11-04,47,15.0,18.0
2319239,2021-11-05,54,7.0,24.571428571428573
2319256,2021-11-06,32,-22.0,27.428571428571427
2319273,2021-11-07,1,-31.0,26.857142857142858
2319290,2021-11-08,8,7.0,25.428571428571427
2319307,2021-11-09,82,74.0,36.57142857142857
2319324,2021-11-10,31,-51.0,36.42857142857143
2319341,2021-11-11,0,-31.0,29.714285714285715
2319358,2021-11-12,0,0.0,22.0
2319375,2021-11-13,0,0.0,17.428571428571427
2319392,2021-11-14,0,0.0,17.285714285714285
2319409,2021-11-15,0,0.0,16.142857142857142
2319426,2021-11-16,0,0.0,4.428571428571429
2319443,2021-11-17,0,0.0,0.0
2319460,2021-11-18,0,0.0,0.0
2319477,2021-11-19,0,0.0,0.0
2319494,2021-11-20,0,0.0,0.0
2319511,2021-11-21,0,0.0,0.0
2319528,2021-11-22,0,0.0,0.0
2319545,2021-11-23,0,0.0,0.0
2319562,2021-11-24,0,0.0,0.0
2319579,2021-11-25,0,0.0,0.0
2319596,2021-11-26,0,0.0,0.0
2319613,2021-11-27,0,0.0,0.0
2319630,2021-11-28,0,0.0,0.0
2319647,2021-11-29,0,0.0,0.0
2319664,2021-11-30,0,0.0,0.0
2319681,2021-12-01,0,0.0,0.0
2319698,2021-12-02,0,0.0,0.0
2319715,2021-12-03,0,0.0,0.0
2319732,2021-12-04,0,0.0,0.0
2319749,2021-12-05,0,0.0,0.0
2319766,2021-12-06,0,0.0,0.0
2319783,2021-12-07,0,0.0,0.0
2319800,2021-12-08,0,0.0,0.0
2319817,2021-12-09,0,0.0,0.0
2319834,2021-12-10,0,0.0,0.0
2319851,2021-12-11,0,0.0,0.0
2319868,2021-12-12,0,0.0,0.0
2319885,2021-12-13,0,0.0,0.0
2319902,2021-12-14,0,0.0,0.0
2319919,2021-12-15,0,0.0,0.0
2319936,2021-12-16,0,0.0,0.0
2319953,2021-12-17,0,0.0,0.0
